media_id,url,name,pub_country,pub_state,primary_language,subject_country,media_type,public_notes,is_monitored,editor_notes
279928,"http://freedomdaily.com/","freedomdaily.com",,,"en","United States",,,False,
279984,"http://politibrew.com/","politibrew.com",,,,,,,False,
285755,"http://truthuncensored.net/","truthuncensored.net",,,,,,,False,
287631,"http://trumpgasm.wordpress.com/","trumpgasm.wordpress.com",,,,,,,False,
287910,"http://ijr.com/","IJR",,,,,,,False,
287998,"http://klsouth.wordpress.com/","klsouth.wordpress.com",,,,,,,False,
288123,"http://drudgetoday.com/","drudgetoday.com",,,,,,,False,
288165,"http://prntly.com/","prntly.com",,,"en","United States",,,False,
288172,"http://yesimright.com/","yesimright.com",,,"en","United States",,,False,
288181,"http://dcwhispers.com/","dcwhispers.com",,,,,,,False,
288284,"http://regated.com/","regated.com",,,,,,,False,
288455,"http://guccifer2.wordpress.com/","guccifer2.wordpress.com",,,,,,,False,
292314,"http://truthfeed.com/","truthfeed.com",,,,,,,False,
293059,"http://dennismichaellynch.com/","dennismichaellynch.com",,,,,,,False,
294239,"http://710wor.iheart.com/","710wor.iheart.com","USA","US-NY","en",,"video_broadcast",,False,
294457,"http://usherald.com/","usherald.com",,,,,,,False,
294756,"http://thehilltalk.com/","thehilltalk.com",,,,,,,False,
294939,"http://tapwires.com/","tapwires.com",,,,,,,False,
295289,"http://redstatewatcher.com/","redstatewatcher.com",,,,,,,False,
295810,"http://polititrends.com/","polititrends.com",,,,,,,False,
296273,"http://thepcgraveyard.com/","thepcgraveyard.com",,,,,,,False,
296385,"http://rawconservative.com/","rawconservative.com",,,,,,,False,
296498,"http://grrrgraphics.com/","grrrgraphics.com",,,,,,,False,
296979,"http://msfanpage.link/","msfanpage.link",,,,,,,False,
297060,"http://cesrusc.org/","cesrusc.org",,,,,,,False,
297096,"http://reuters.tv/","reuters.tv",,,,,,,False,
297696,"http://ndctrump.com/","ndctrump.com",,,,,,,False,
298017,"http://ronpaullibertyreport.com/","ronpaullibertyreport.com",,,,,,,False,
298062,"http://citizensfortrump.com/","citizensfortrump.com",,,,,,,False,
298281,"http://getoffthebs.com/","getoffthebs.com",,,,,,,False,
298441,"http://donaldtrump2016online.com/","donaldtrump2016online.com",,,,,,,False,
298770,"http://theduran.com/","theduran.com",,,,,,,False,
298775,"http://thetruthdivision.com/","thetruthdivision.com",,,"en","United States",,,False,
298856,"http://therealstrategy.com/","therealstrategy.com",,,,,,,False,
298864,"http://trumpedamerica.appspot.com/","trumpedamerica.appspot.com",,,,,,,False,
300733,"http://angrypatriotmovement.com/","angrypatriotmovement.com",,,,,,,False,
300739,"http://circa.com/","circa.com",,,,,,,False,
300779,"http://lyingcrookedhillary.com/","lyingcrookedhillary.com",,,,,,,False,
301032,"http://openlettertodonaldtrump.com/","openlettertodonaldtrump.com",,,,,,,False,
301242,"http://ipatriot.com/","ipatriot.com",,,,,,,False,
301260,"http://abcnews.com.co/","abcnews.com.co",,,,,,,False,
301294,"http://libertywritersnews.com/","libertywritersnews.com",,,,,,,False,
301303,"http://realitycheck753.wordpress.com/","realitycheck753.wordpress.com",,,,,,,False,
301366,"http://flatoutunconstitutional.com/","flatoutunconstitutional.com",,,,,,,False,
301434,"http://endingthefed.com/","endingthefed.com",,,,,,,False,
301491,"http://conservativedailypost.com/","conservativedailypost.com",,,"en","United States",,,False,
301630,"http://conservative50.com/","conservative50.com",,,,,,,False,
301962,"http://cruzsexscandal.com/","cruzsexscandal.com",,,,,,,False,
303357,"http://patriottribune.com/","patriottribune.com",,,,,,,False,
303502,"http://americanlookout.com/","americanlookout.com",,,,,,,False,
303541,"http://patriotnewsdaily.com/","patriotnewsdaily.com",,,,,,,False,
303543,"http://truepundit.com/","truepundit.com",,,,,,,False,
303643,"http://thecanary.co/","thecanary.co",,,,,,,False,
304342,"http://rightalerts.com/","rightalerts.com",,,,,,,False,
305797,"http://stonecoldtruth.com/","stonecoldtruth.com",,,,,,,False,
305977,"http://catholics4trump.com/","catholics4trump.com",,,,,,,False,
306007,"http://thedcgazette.com/","thedcgazette.com",,,,,,,False,
306283,"http://obama.trendolizer.com/","obama.trendolizer.com",,,,,,,False,
306285,"http://naughtybeyotch.com/","naughtybeyotch.com",,,,,,,False,
306393,"http://en-volve.com/","en-volve.com",,,,,,,False,
306439,"http://hotpagenews.com/","hotpagenews.com",,,,,,,False,
306529,"http://stopthesteal.org/","stopthesteal.org",,,,,,,False,
306547,"http://1776coalition.com/","1776coalition.com",,,,,,,False,
306583,"http://bullmarketboard.com/","bullmarketboard.com",,,,,,,False,
306644,"http://eheadlines.com/","eheadlines.com",,,,,,,False,
306714,"http://3tags.org/","3tags.org",,,,,,,False,
306811,"http://shawsblog2011.blogspot.com/","shawsblog2011.blogspot.com",,,,,,,False,
307146,"http://ufpnews.com/","ufpnews.com",,,,,,,False,
307291,"http://proudcons.com/","proudcons.com",,,"en","United States",,,False,
307341,"http://jumbotweet.com/","jumbotweet.com",,,,,,,False,
308241,"http://jwatch.us/","jwatch.us",,,,,,,False,
308329,"http://weebeethecat.blogspot.com/","weebeethecat.blogspot.com",,,,,,,False,
308761,"http://egyptday1.blogspot.com/","egyptday1.blogspot.com",,,,,,,False,
308931,"http://pureheartsinternational.wordpress.com/","pureheartsinternational.wordpress.com",,,,,,,False,
309074,"http://stumpinfortrump.com/","stumpinfortrump.com",,,,,,,False,
309140,"http://garyforbes.wixsite.com/","garyforbes.wixsite.com",,,,,,,False,
309141,"http://followtrump.net/","followtrump.net",,,,,,,False,
309924,"http://vivaliberty.com/","vivaliberty.com",,,,,,,False,
310126,"http://usfreedomarmy.com/","usfreedomarmy.com",,,,,,,False,
310873,"http://trumpstump2016.com/","trumpstump2016.com",,,,,,,False,
311034,"http://yourdentalsupply.com/","yourdentalsupply.com",,,,,,,False,
311042,"http://next-genpatriots.com/","next-genpatriots.com",,,,,,,False,
311050,"http://makeamericagreattoday.com/","makeamericagreattoday.com",,,"en","United States",,,False,
311099,"http://wchp.co/","wchp.co",,,,,,,False,
311244,"http://ethyper.com/","ethyper.com",,,,,,,False,
311444,"http://ww12.toptidings.net/","ww12.toptidings.net",,,,,,,False,
311834,"http://savingourfuture.com/","savingourfuture.com",,,,,,,False,
312503,"http://ilovemyfreedom.org/","ilovemyfreedom.org",,,,,,,False,
312558,"http://americanrightnow.com/","americanrightnow.com",,,,,,,False,
313453,"http://brianmcarey.com/","brianmcarey.com",,,,,,,False,
313977,"http://impulsetoday.com/","impulsetoday.com",,,,,,,False,
314178,"http://newsl.org/","newsl.org",,,,,,,False,
314236,"http://bikers4trump.com/","bikers4trump.com",,,,,,,False,
314342,"http://notitoday.co.vu/","notitoday.co.vu",,,,,,,False,
314457,"http://rightingonthewall.blogspot.com/","rightingonthewall.blogspot.com",,,,,,,False,
316119,"http://dnoticie.es.kabch.xyz/","dnoticie.es.kabch.xyz",,,,,,,False,
316182,"http://iris.xyz/","iris.xyz",,,,,,,False,
316307,"http://theconservativemonster.com/","theconservativemonster.com",,,,,,,False,
316781,"http://virginiara.com/","virginiara.com",,,,,,,False,
317696,"http://supremepatriot.com/","supremepatriot.com",,,"en","United States",,,False,
318711,"http://mediamassdeception.wordpress.com/","mediamassdeception.wordpress.com",,,,,,,False,
320930,"http://newmediapatriotradio.com/","newmediapatriotradio.com",,,,,,,False,
324643,"http://c-t.click/","c-t.click",,,,,,,False,
324655,"http://patriotjournalist.com/","patriotjournalist.com",,,,,,,False,
324731,"http://hillaryclinton.net/","hillaryclinton.net",,,,,,,False,
324760,"http://redrightrepublic.com/","redrightrepublic.com",,,,,,,False,
324771,"http://blackamericansfortrump.net/","blackamericansfortrump.net",,,,,,,False,
324821,"http://statespoll.com/","statespoll.com",,,,,,,False,
325181,"http://notialltoday.co.vu/","notialltoday.co.vu",,,,,,,False,
325331,"http://fightingfortrump.com/","fightingfortrump.com",,,,,,,False,
325349,"http://theecps.com/","theecps.com",,,,,,,False,
325606,"http://twtwsports.blogspot.com/","twtwsports.blogspot.com",,,,,,,False,
325618,"http://lessgovmorefun.com/","lessgovmorefun.com",,,,,,,False,
325867,"http://questioning-islam.org/","questioning-islam.org",,,,,,,False,
326056,"http://ian56.blogspot.com/","ian56.blogspot.com",,,,,,,False,
326128,"http://truthnation.org/","truthnation.org",,,,,,,False,
326571,"http://concealncarry.net/","concealncarry.net",,,,,,,False,
326618,"http://adamduanebrown.com/","adamduanebrown.com",,,,,,,False,
326716,"http://trumpthevote2016.com/","trumpthevote2016.com",,,,,,,False,
326937,"http://theamericanindependent.wordpress.com/","theamericanindependent.wordpress.com",,,"en","United States",,,False,
328186,"http://rncpetition.com/","rncpetition.com",,,,,,,False,
328232,"http://trumpswristbands.com/","trumpswristbands.com",,,,,,,False,
328650,"http://donaldjtrumppolls.com/","donaldjtrumppolls.com",,,,,,,False,
328703,"http://ctn-politics.com/","ctn-politics.com",,,,,,,False,
330265,"http://theminutemenmedia.com/","theminutemenmedia.com",,,,,,,False,
330647,"http://strongamericanwomen.org/","strongamericanwomen.org",,,,,,,False,
331043,"http://rinotracker.us/","rinotracker.us",,,,,,,False,
333931,"http://webelieveamerica.wordpress.com/","webelieveamerica.wordpress.com",,,,,,,False,
334070,"http://mjmhdaily.com/","mjmhdaily.com",,,,,,,False,
334292,"http://immigrantsfortrump.net/","immigrantsfortrump.net",,,,,,,False,
334616,"http://ditchandswitchnow.com/","ditchandswitchnow.com",,,,,,,False,
336716,"http://kingofmarble-shmatko.com/","kingofmarble-shmatko.com",,,,,,,False,
337690,"http://openprespoll.github.io/","openprespoll.github.io",,,,,,,False,
340709,"http://22women.blogspot.com/","22women.blogspot.com",,,,,,,False,
341814,"http://laurenstephens.com/","laurenstephens.com",,,,,,,False,
344207,"http://trump-2016.blogspot.com/","trump-2016.blogspot.com",,,,,,,False,
346286,"http://register.gop/","register.gop",,,,,,,False,
347399,"http://bicoastalgrandma.blogspot.com/","bicoastalgrandma.blogspot.com",,,,,,,False,
350627,"http://comentariosdeweebee.blogspot.com/","comentariosdeweebee.blogspot.com",,,,,,,False,
351889,"http://artemisrecordsradio.org/","artemisrecordsradio.org",,,,,,,False,
